ticker,company,score,quality_grade,expected_gain_%,analyst_upside_%,hist_win_rate,hist_avg_return_%,hist_trades,rs_vs_spy,rs_vs_sector,sector,csp_signal,csp_reason,profile,risk_flags,action,confidence,rsi,day_%,month_%,revenue_$B,institutional_%,entry,stop_loss,target1,target2,risk_reward,rr_pass,suggested_shares,position_value,covered_call,cash_secured_put
FRPT,"Freshpet, Inc.",76.2,A,40.9,48.1,0.75,0.77,4,-4.5,4.3,Consumer Defensive,strong,down -2.5% today; 48% upside to target; historically bounced 75% of 4 similar dips (avg +0.8%),opportunity,high short interest (19%); strong-buy consensus; golden-cross regime,Buy,High,22.7,-2.5,-21.9,1.18,,56.87,53.32,61.6,84.25,7.71,True,70,3980.9,Sell 2026-10-16 $60 call ~$1.85 (57% ann.),Sell 2026-10-16 $55 put ~$1.55 (49% ann.)
PGY,Pagaya Technologies Ltd.,71.9,A,25.4,63.5,0.375,-6.22,8,-11.8,-14.6,Technology,,"down -5.5% with upside signals, but history is against it (bounced only 38% of 8 dips)",opportunity,high short interest (14%); small cap (thinner liquidity); high beta (5.4); strong-buy consensus; golden-cross regime,Accumulate,Low,34.8,-5.5,-24.0,1.39,,17.68,15.84,20.15,28.90909,6.1,True,135,2386.8,Sell 2026-10-16 $18 call ~$1.02 (101% ann.),Sell 2026-10-16 $17 put ~$0.72 (74% ann.)
MGM,MGM Resorts International,70.8,B,31.1,51.9,0.0,0.0,0,-37.7,-28.5,Consumer Cyclical,moderate,down -3.6% today; 52% upside to target; limited dip history,opportunity,high short interest (16%); near 52-week low (support test); high leverage (D/E 893%); golden-cross regime,Accumulate,Medium,14.2,-3.6,-24.4,17.76,,32.49,30.62,34.98,49.33158,9.01,True,133,4321.17,Sell 2026-10-16 $35 call ~$0.38 (20% ann.),Sell 2026-10-16 $32 put ~$0.75 (41% ann.)
RSI,"Rush Street Interactive, Inc.",70.4,A,32.3,80.8,0.333,5.3,3,-42.7,-33.5,Consumer Cyclical,,no meaningful dip today,opportunity,strong-buy consensus; golden-cross regime,Accumulate,Low,20.2,1.4,-24.4,1.37,,19.82,17.93,22.33,35.83333,8.47,True,132,2616.24,Sell 2026-10-16 $20 call ~$1.02 (90% ann.),Sell 2026-10-16 $18 put ~$0.28 (27% ann.)
CASY,"Caseys General Stores, Inc.",70.4,A,19.8,32.9,0.0,-5.04,1,-30.2,-21.0,Consumer Cyclical,,no meaningful dip today,opportunity,golden-cross regime,Accumulate,Medium,27.0,-0.7,-22.1,18.67,,594.61,557.08,644.65,790.5263,5.22,True,6,3567.66,Sell 2026-10-16 $600 call ~$16.65 (49% ann.),Sell 2026-10-16 $590 put ~$15.55 (46% ann.)
ACAD,ACADIA Pharmaceuticals Inc.,70.2,A,34.0,56.7,0.0,-10.96,1,-24.1,-24.6,Healthcare,moderate,down -6.9% today; 57% upside to target; limited dip history,opportunity,near 52-week low (support test); golden-cross regime,Accumulate,Medium,17.1,-6.9,-30.5,1.14,,20.66,19.01,22.86,32.36842,7.1,True,151,3119.66,Sell 2026-10-16 $23 call ~$0.75 (63% ann.),Sell 2026-10-16 $20 put ~$0.52 (46% ann.)
GEN,Gen Digital Inc.,69.5,A,28.5,47.5,0.0,0.0,0,-21.2,-23.9,Technology,moderate,down -4.4% today; 48% upside to target; limited dip history,opportunity,high leverage (D/E 308%); golden-cross regime,Accumulate,Medium,21.5,-4.4,-27.7,5.08,,22.07,20.19,24.57,32.55556,5.58,True,132,2913.24,Sell 2026-10-16 $23 call ~$0.65 (51% ann.),Sell 2026-10-16 $22 put ~$0.93 (73% ann.)
QNST,"QuinStreet, Inc.",67.9,A,34.7,57.8,0.5,6.4,2,-11.7,-12.3,Communication Services,,no meaningful dip today,opportunity,high short interest (15%); small cap (thinner liquidity); strong-buy consensus; golden-cross regime,Accumulate,Medium,25.0,0.3,-23.5,1.29,,14.45,13.19,16.13,22.8,6.63,True,198,2861.1,Sell 2026-10-16 $15 call ~$0.35 (42% ann.),
ENVA,"Enova International, Inc.",67.0,B,23.1,38.6,1.0,13.75,1,-34.2,-30.8,Financial Services,,no meaningful dip today,opportunity,high short interest (10%); high leverage (D/E 337%); strong-buy consensus; golden-cross regime,Accumulate,Medium,28.7,1.2,-26.7,1.69,,173.94,161.06,191.11,241.0,5.21,True,19,3304.86,Sell 2026-10-16 $175 call ~$6.05 (60% ann.),Sell 2026-10-16 $170 put ~$4.85 (50% ann.)
PATH,"UiPath, Inc.",66.9,A,16.1,26.9,0.5,1.66,4,2.1,-0.7,Technology,,no meaningful dip today,opportunity,high short interest (26%); golden-cross regime,Accumulate,Medium,34.5,-0.9,-31.9,1.72,,12.49,11.29,14.09,15.85176,2.8,True,208,2597.92,Sell 2026-09-25 $12 call ~$0.04 (132% ann.),Sell 2026-09-25 $12 put ~$0.01 (15% ann.)
FICO,Fair Isaac Corporation,66.0,A,40.2,66.9,0.5,5.23,2,-34.8,-37.6,Technology,,no meaningful dip today,opportunity,high short interest (11%); near 52-week low (support test),Accumulate,Medium,28.9,0.4,-25.7,2.39,,859.57,792.24,949.35,1434.8932,8.54,True,3,2578.71,Sell 2026-10-16 $860 call ~$42.00 (85% ann.),Sell 2026-10-16 $850 put ~$33.85 (69% ann.)
AXON,"Axon Enterprise, Inc.",65.3,A,52.2,61.4,0.667,1.89,3,-32.6,-20.7,Industrials,,no meaningful dip today,opportunity,golden-cross regime,Accumulate,High,34.7,-1.9,-28.6,3.22,,436.35,399.55,485.42,704.1053,7.28,True,6,2618.1,Sell 2026-09-25 $440 call ~$1.38 (115% ann.),Sell 2026-09-25 $435 put ~$1.18 (99% ann.)
KGC,Kinross Gold Corporation,65.3,A,22.7,37.8,1.0,1.61,1,0.2,9.4,Basic Materials,,no meaningful dip today,opportunity,,Accumulate,Medium,35.1,2.0,-23.4,8.47,,24.91,22.97,27.48,34.33,4.86,True,128,3188.48,Sell 2026-09-25 $25 call ~$0.04 (66% ann.),Sell 2026-09-25 $24 put ~$0.03 (37% ann.)
GWRE,"Guidewire Software, Inc.",64.5,A,39.4,46.3,0.667,0.35,3,8.1,5.4,Technology,strong,down -3.5% today; 46% upside to target; historically bounced 67% of 3 similar dips (avg +0.3%),opportunity,golden-cross regime,Accumulate,High,40.2,-3.5,-27.5,1.48,,145.77,133.5,162.13,213.2857,5.5,True,20,2915.4,Sell 2026-10-16 $150 call ~$5.90 (70% ann.),Sell 2026-10-16 $145 put ~$6.60 (79% ann.)
ADSK,"Autodesk, Inc.",63.6,A,27.5,45.9,0.0,0.0,0,-0.1,-2.9,Technology,,no meaningful dip today,opportunity,,Accumulate,Medium,38.1,0.1,-21.8,7.79,,211.6,199.16,228.2,308.65912,7.8,True,20,4232.0,Sell 2026-09-25 $212 call ~$0.50 (86% ann.),Sell 2026-09-25 $210 put ~$0.40 (70% ann.)
TTAN,"ServiceTitan, Inc.",63.3,B,58.0,68.2,0.75,3.93,4,-27.7,-30.5,Technology,strong,down -3.4% today; 68% upside to target; historically bounced 75% of 4 similar dips (avg +3.9%),opportunity,high short interest (17%); near 52-week low (support test); strong-buy consensus; golden-cross regime,Accumulate,High,34.2,-3.4,-42.4,1.06,,57.97,51.18,67.03,97.53333,5.83,True,36,2086.92,Sell 2026-10-16 $60 call ~$2.42 (73% ann.),Sell 2026-10-16 $55 put ~$1.68 (53% ann.)
EFX,"Equifax, Inc.",62.6,B,26.8,44.6,1.0,10.02,1,-14.4,-2.5,Industrials,,no meaningful dip today,opportunity,near 52-week low (support test),Accumulate,Medium,25.2,-0.4,-21.9,6.44,,148.24,139.21,160.29,214.38095,7.32,True,27,4002.48,Sell 2026-10-16 $150 call ~$5.30 (62% ann.),Sell 2026-10-16 $145 put ~$4.00 (48% ann.)
BROS,Dutch Bros Inc.,62.5,B,58.3,97.2,0.5,-3.5,2,-54.0,-44.8,Consumer Cyclical,,no meaningful dip today,opportunity,high short interest (40%); near 52-week low (support test); high beta (2.3); strong-buy consensus,Accumulate,Medium,21.3,-1.0,-24.8,1.88,,38.13,35.5,41.65,75.19231,14.09,True,95,3622.35,Sell 2026-09-25 $38 call ~$0.12 (120% ann.),Sell 2026-09-25 $38 put ~$0.10 (96% ann.)
PTRN,Pattern Group Inc. - Series A,62.0,B,38.9,64.9,0.5,-3.32,2,-41.6,-32.4,Consumer Cyclical,moderate,down -4.9% today; 65% upside to target; limited dip history,opportunity,high short interest (13%); golden-cross regime,Accumulate,Medium,28.3,-4.9,-22.0,3.01,,17.06,15.43,19.24,28.125,6.79,True,153,2610.18,Sell 2026-10-16 $18 call ~$0.93 (94% ann.),
