ticker,company,score,quality_grade,expected_gain_%,analyst_upside_%,hist_win_rate,hist_avg_return_%,hist_trades,rs_vs_spy,rs_vs_sector,sector,csp_signal,csp_reason,profile,risk_flags,action,confidence,rsi,day_%,month_%,revenue_$B,institutional_%,entry,stop_loss,target1,target2,risk_reward,rr_pass,suggested_shares,position_value,covered_call,cash_secured_put
ACAD,ACADIA Pharmaceuticals Inc.,72.3,A,33.3,55.5,0.0,-10.96,1,-24.0,-24.8,Healthcare,moderate,down -6.8% today; 56% upside to target; limited dip history,opportunity,near 52-week low (support test); golden-cross regime,Accumulate,Medium,17.1,-6.8,-30.4,1.14,,20.68,19.03,22.88,32.15789,6.96,True,151,3122.68,Sell 2026-10-16 $23 call ~$0.75 (66% ann.),Sell 2026-10-16 $20 put ~$0.50 (46% ann.)
PGY,Pagaya Technologies Ltd.,71.9,A,25.6,64.1,0.286,-8.64,7,-12.2,-14.6,Technology,,"down -5.9% with upside signals, but history is against it (bounced only 29% of 7 dips)",opportunity,high short interest (14%); small cap (thinner liquidity); high beta (5.4); strong-buy consensus; golden-cross regime,Accumulate,Low,34.6,-5.9,-24.2,1.39,,17.62,15.76,20.1,28.90909,6.07,True,134,2361.08,Sell 2026-10-16 $18 call ~$0.93 (96% ann.),Sell 2026-10-16 $17 put ~$0.75 (81% ann.)
QNST,"QuinStreet, Inc.",70.8,A,34.9,58.2,0.5,6.4,2,-12.0,-12.7,Communication Services,,no meaningful dip today,opportunity,high short interest (15%); small cap (thinner liquidity); strong-buy consensus; golden-cross regime,Accumulate,Medium,24.6,0.1,-23.8,1.29,,14.41,13.15,16.09,22.8,6.66,True,198,2853.18,Sell 2026-10-16 $15 call ~$0.40 (51% ann.),
RSI,"Rush Street Interactive, Inc.",70.6,A,48.2,80.3,0.0,-7.44,2,-42.5,-33.3,Consumer Cyclical,,no meaningful dip today,opportunity,strong-buy consensus; golden-cross regime,Accumulate,Medium,20.7,1.7,-24.2,1.37,,19.87,17.98,22.39,35.83333,8.45,True,132,2622.84,Sell 2026-10-16 $20 call ~$1.05 (96% ann.),Sell 2026-10-16 $18 put ~$0.30 (31% ann.)
MGM,MGM Resorts International,70.0,B,30.9,51.4,0.0,0.0,0,-37.5,-28.3,Consumer Cyclical,moderate,down -3.3% today; 51% upside to target; limited dip history,opportunity,high short interest (16%); near 52-week low (support test); high leverage (D/E 893%); golden-cross regime,Accumulate,Medium,14.3,-3.3,-24.2,17.76,,32.58,30.69,35.09,49.33158,8.86,True,132,4300.56,Sell 2026-10-16 $35 call ~$0.35 (20% ann.),Sell 2026-10-16 $32 put ~$0.82 (47% ann.)
GEN,Gen Digital Inc.,69.5,A,30.3,50.6,0.0,0.0,0,-22.9,-25.3,Technology,moderate,down -6.3% today; 51% upside to target; limited dip history,opportunity,high leverage (D/E 308%); golden-cross regime,Accumulate,Medium,20.7,-6.3,-29.1,5.08,,21.62,19.7,24.19,32.55556,5.7,True,130,2810.6,Sell 2026-10-16 $22 call ~$0.88 (74% ann.),Sell 2026-10-16 $21 put ~$0.73 (63% ann.)
PATH,"UiPath, Inc.",67.9,A,16.3,27.2,0.5,1.66,4,1.8,-0.6,Technology,,no meaningful dip today,opportunity,high short interest (26%); golden-cross regime,Accumulate,Medium,34.3,-1.1,-32.0,1.72,,12.46,11.25,14.08,15.85176,2.8,True,206,2566.76,Sell 2026-10-02 $12 call ~$0.33 (161% ann.),Sell 2026-10-02 $12 put ~$0.16 (81% ann.)
ENVA,"Enova International, Inc.",66.2,B,23.4,38.9,0.0,0.0,0,-34.4,-31.1,Financial Services,,no meaningful dip today,opportunity,high short interest (10%); high leverage (D/E 337%); strong-buy consensus; golden-cross regime,Accumulate,Medium,28.3,0.9,-26.9,1.69,,173.48,160.59,190.67,241.0,5.24,True,19,3296.12,Sell 2026-10-16 $175 call ~$5.60 (59% ann.),Sell 2026-10-16 $170 put ~$4.25 (46% ann.)
SFM,"Sprouts Farmers Market, Inc.",66.1,B,30.7,51.2,1.0,5.75,1,-34.0,-25.4,Consumer Defensive,moderate,down -4.5% today; 51% upside to target; limited dip history,opportunity,high short interest (16%); near 52-week low (support test); golden-cross regime,Accumulate,Medium,25.8,-4.5,-22.9,9.0,,62.49,57.79,68.76,94.5,6.81,True,53,3311.97,Sell 2026-10-16 $65 call ~$1.57 (46% ann.),Sell 2026-10-16 $60 put ~$1.27 (39% ann.)
KGC,Kinross Gold Corporation,65.5,A,22.2,37.0,1.0,1.61,1,0.8,9.9,Basic Materials,,no meaningful dip today,opportunity,,Accumulate,Medium,35.9,2.6,-22.9,8.47,,25.05,23.1,27.65,34.33,4.76,True,128,3206.4,Sell 2026-10-02 $26 call ~$0.46 (113% ann.),Sell 2026-10-02 $25 put ~$0.55 (135% ann.)
